index,host,source,sourcetype,"_raw","_time"
msexchange,"ext-cas-den-01","/opt/splunk/etc/apps/BD-Datagen-Email/logs/windows-iis/ext-cas-den-01/windows-iis-ext-cas-den-01-2015-02-23-13:40:02.log","MSWindows:2008R2:IIS","2015-02-23 22:34:55 172.16.70.7 POST /Microsoft-Server-ActiveSync/default.eas User=adam&DeviceId=ApplCY848BNVPLRM&DeviceType=iPhone&Cmd=Sync&Log=V121_Fc1_Fid:5_Ty:Em_Filt2_Sr:S_Sk:7935768_Sst1_LdapC0_LdapL0_RpcC19_RpcL31_Ers1_Pk1115773768_S1_ 443 adam 75.32.1.99 Apple-iPhone3C3/805.401 200 0 0 17","2015-02-23T14:34:55.000-0800"
msexchange,"ext-cas-den-01","/opt/splunk/etc/apps/BD-Datagen-Email/logs/windows-iis/ext-cas-den-01/windows-iis-ext-cas-den-01-2015-02-23-14:00:01.log","MSWindows:2008R2:IIS","2015-02-23 22:34:54 172.16.70.7 POST /Microsoft-Server-ActiveSync/default.eas User=raul&DeviceId=Appl1M3ZHHHF6W0A&DeviceType=iPhone&Cmd=Sync&Log=V121_Fc1_Fid:5_Ty:Em_Filt2_Sr:S_Sk:1250163_Sst1_LdapC0_LdapL0_RpcC19_RpcL31_Ers1_Pk1115773768_S1_ 443 raul@spl.com 75.32.1.93 Apple-iPhone3C3/805.401 200 0 0 43","2015-02-23T14:34:54.000-0800"
msexchange,"ext-cas-den-01","/opt/splunk/etc/apps/BD-Datagen-Email/logs/windows-iis/ext-cas-den-01/windows-iis-ext-cas-den-01-2015-02-23-14:00:01.log","MSWindows:2008R2:IIS","2015-02-23 22:34:54 172.16.70.7 POST /Microsoft-Server-ActiveSync/default.eas User=bryce&DeviceId=ApplNJB1HMO8DJ&DeviceType=iPad&Cmd=Sync&Log=V121_Fc1_Fid:5_Ty:Em_Filt2_Sr:S_Sk:6086242_Sst1_LdapC0_LdapL0_RpcC19_RpcL31_Ers1_Pk1115773768_S1_ 443 bryce@spl.com 75.128.1.35 Apple-iPad1C1/810.3 200 0 0 9","2015-02-23T14:34:54.000-0800"
msexchange,"ext-cas-den-01","/opt/splunk/etc/apps/BD-Datagen-Email/logs/windows-iis/ext-cas-den-01/windows-iis-ext-cas-den-01-2015-02-23-13:40:02.log","MSWindows:2008R2:IIS","2015-02-23 22:34:54 172.16.70.7 POST /Microsoft-Server-ActiveSync/default.eas User=clyde&DeviceId=ApplLH2VBNLTWSUC&DeviceType=iPhone&Cmd=Sync&Log=V121_Fc1_Fid:5_Ty:Em_Filt2_Sr:S_Sk:1529726_Sst1_LdapC0_LdapL0_RpcC19_RpcL31_Ers1_Pk1115773768_S1_ 443 SPL\clyde 75.32.1.102 Apple-iPhone3C3/805.401 200 0 0 28","2015-02-23T14:34:54.000-0800"
msexchange,"ext-cas-den-01","/opt/splunk/etc/apps/BD-Datagen-Email/logs/windows-iis/ext-cas-den-01/windows-iis-ext-cas-den-01-2015-02-23-14:00:01.log","MSWindows:2008R2:IIS","2015-02-23 22:34:51 172.16.70.7 POST /Microsoft-Server-ActiveSync/default.eas User=maria&DeviceId=ApplK010S3P08FDM&DeviceType=iPhone&Cmd=Sync&Log=V121_Fc1_Fid:5_Ty:Em_Filt2_Sr:S_Sk:6946416_Sst1_LdapC0_LdapL0_RpcC19_RpcL31_Ers1_Pk1115773768_S1_ 443 SPL\maria 75.128.1.34 Apple-iPhone3C3/805.401 200 0 0 17","2015-02-23T14:34:51.000-0800"
msexchange,"ext-cas-den-01","/opt/splunk/etc/apps/BD-Datagen-Email/logs/windows-iis/ext-cas-den-01/windows-iis-ext-cas-den-01-2015-02-23-13:40:02.log","MSWindows:2008R2:IIS","2015-02-23 22:34:51 172.16.70.7 POST /Microsoft-Server-ActiveSync/default.eas User=cameron&DeviceId=ApplD6O4YDDT4I9N&DeviceType=iPhone&Cmd=Sync&Log=V121_Fc1_Fid:5_Ty:Em_Filt2_Sr:S_Sk:3693343_Sst1_LdapC0_LdapL0_RpcC19_RpcL31_Ers1_Pk1115773768_S1_ 443 cameron 75.32.1.79 Apple-iPhone3C3/805.401 200 0 0 63","2015-02-23T14:34:51.000-0800"
msexchange,"ext-cas-den-01","/opt/splunk/etc/apps/BD-Datagen-Email/logs/windows-iis/ext-cas-den-01/windows-iis-ext-cas-den-01-2015-02-23-13:40:02.log","MSWindows:2008R2:IIS","2015-02-23 22:34:49 172.16.70.7 POST /Microsoft-Server-ActiveSync/default.eas User=bill&DeviceId=Appl44BAYZUVR2DX&DeviceType=iPhone&Cmd=Sync&Log=V121_Fc1_Fid:5_Ty:Em_Filt2_Sr:S_Sk:5130623_Sst1_LdapC0_LdapL0_RpcC19_RpcL31_Ers1_Pk1115773768_S1_ 443 bill@spl.com 75.128.1.39 Apple-iPhone3C3/805.401 200 0 0 52","2015-02-23T14:34:49.000-0800"
msexchange,"ext-cas-san-01","/opt/splunk/etc/apps/BD-Datagen-Email/logs/windows-iis/ext-cas-san-01/windows-iis-ext-cas-san-01-2015-02-23-13:40:02.log","MSWindows:2008R2:IIS","2015-02-23 22:34:48 172.16.200.7 POST /Microsoft-Server-ActiveSync/default.eas User=marvin&DeviceId=Appl6VSWSVC9ZQFJ&DeviceType=iPhone&Cmd=Sync&Log=V121_Fc1_Fid:5_Ty:Em_Filt2_Sr:S_Sk:2553029_Sst1_LdapC0_LdapL0_RpcC19_RpcL31_Ers1_Pk1115773768_S1_ 443 marvin@spl.com 75.128.1.45 Apple-iPhone3C3/805.401 200 0 0 49","2015-02-23T14:34:48.000-0800"
msexchange,"ext-cas-den-01","/opt/splunk/etc/apps/BD-Datagen-Email/logs/windows-iis/ext-cas-den-01/windows-iis-ext-cas-den-01-2015-02-23-14:00:01.log","MSWindows:2008R2:IIS","2015-02-23 22:34:46 172.16.70.7 POST /Microsoft-Server-ActiveSync/default.eas User=homer&DeviceId=Appl6OWCL8CV247W&DeviceType=iPhone&Cmd=Sync&Log=V121_Fc1_Fid:5_Ty:Em_Filt2_Sr:S_Sk:8430189_Sst1_LdapC0_LdapL0_RpcC19_RpcL31_Ers1_Pk1115773768_S1_ 443 homer@spl.com 70.192.1.37 Apple-iPhone3C3/805.401 200 0 0 60","2015-02-23T14:34:46.000-0800"
msexchange,"ext-cas-san-01","/opt/splunk/etc/apps/BD-Datagen-Email/logs/windows-iis/ext-cas-san-01/windows-iis-ext-cas-san-01-2015-02-23-14:00:01.log","MSWindows:2008R2:IIS","2015-02-23 22:34:43 172.16.200.7 POST /Microsoft-Server-ActiveSync/default.eas User=chad&DeviceId=HTCAnd6e37ddc6&DeviceType=Android&Cmd=Sync&Log=V121_Fc1_Fid:5_Ty:Em_Filt2_Sr:S_Sk:8757855_Sst1_LdapC0_LdapL0_RpcC19_RpcL31_Ers1_Pk1115773768_S1_ 443 chad@spl.com 70.192.1.44 Android/Froyo2.2 200 0 0 75","2015-02-23T14:34:43.000-0800"
